article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
stevenson1994	Stevenson, J.	1994	Getting to Grips.	Museums Journal			0
stewart2006	Stewart, Garrett	2006	The Look of Reading: Book, Painting, Text				0
stewart2007	Stewart, Gordon | Crane, Gregory | Babeu, Alison	2007	A New Generation of Textual Corpora: Mining Corpora from Very Large Collections	Proceedings of the Seventh ACM/IEEE-CS Joint Conference on Digital Libraries			0
stiegler1998	Stiegler, Bernard	1998	Technics and Time, 1: The Fault of Epimetheus				0
stiegler2002	Stiegler, Bernard	2002	Bernard Stiegler	Echographies of Television: Filmed Interviews.			0
stiegler2009	Stiegler, Bernard	2009	Technics and Time, 2: Disorientation				0
stockholm1998	Stockholm City Archives	1998	Söder i våra hjärtan - människor och miljöer i Stockholm 1870-1930				0
stodden2009	Stodden, V.	2009	The Legal Framework for Reproducible Scientific Research: Licensing and Copyright	Computing in Science and Engineering			0
stodle2007	Stødle, Daniel | Bjørndalen, John Markus | Anshus, Otto J.	2007	The 22 Megapixel Laptop	Proceedings of the 2007 workshop on Emerging Displays Technologies			0
stone1982	Stone, S.	1982	Humanities Scholars: Information Needs and Uses	Journal of Documentation			0
stone2005	Stone, Allucquére Rosanne	2005	ACTLab Pedagogy- On being trans, and under the radar: Tales from the ACTLab	ACTLab			0
stoppard1997	Stoppard, Tom	1997	The Invention of Love				0
stott1973	Stott, William	1973	Documentary Expression and Thirties America				0
stouck1969	Stouck, David	1969	Winesburg, Ohio and the Failure of Art.	Twentieth Century Literature			0
strain2003	Strain, E. | VanHoosier-Carey, G.	2003	Eloquent Interfaces: Humanities-Based Analysis in the Age of Hypermedia,	Eloquent Images: Word and Image in the Age of New Media			0
strain2004	Strain, E. | VanHoosier-Carey, G.	2004	Griffith In Context: A Multimedia Exploration of D. W. Griffith’s The Birth of a Nation				0
strange2010	Strange, Carolyn	2010	The Unwritten Law of Executive Justice: Pardoning Patricide in Reconstruction-Era New York	Law and History Review			0
strapparava2008	Strapparava, Carlo | Mihalcea, Rada	2008	Learning to Identify Emotions in Texts	The 2008 ACM symposium on Applied computing			0
strate2006	Strate, Lance	2006	Echoes and Reflections: On Media Ecology as a Field of Study				0
strickland2002	Strickland, Stephanie	n.d.	Vniverse				0
strickland2002a	Strickland, Stephanie	2002	V: WaveSon.nets/Losing L’una.				0
stringer1999	Stringer, Gary	1999	An Introduction to the Donne Variorum and the John Donne Society	Anglistik			0
striphas2009	Striphas, T.	2009	The Late Age of Print: Everyday Book Culture from Consumerism to Control				0
striphas2010	Striphas, T.	2010	Algorithmic Culture.				0
striphas2010a	Striphas, T.	2010	The Abuses of Literacy: Amazon Kindle and the Right to Read.	Communication and Critical/Cultural Studies			0
striphas2010b	Striphas, T.	2010	Kindle: The New Book Mobile or, the Labor of Reading in an Age of Ubiquitous Bookselling.	Differences & Repetitions.			0
striphas2011	Striphas, T.	2011	Algorithmic Literacies.	The Late Age of Print			0
stubbs1996	Stubbs, M.	1996	Text and Corpus Analysis: Computer-Assisted Studies of Language and Culture				0
stubenrauch1993	Stubenrauch, Robert | Kappe, Frank | Andrews, Keith	1993	Large Hypermedia Systems: The End of the Authoring Era	Educational Multimedia and Hypermedia Annual			0
stump2001	Stump, Gregory	2001	Inflectional Morphology: A Theory of Paradigm Structure				0
sturken2004	Sturken, Marita | Thomas, Douglas	2004	Introduction: Technological Visions and the Rhetoric of the New.	Technological Visions: The Hopes and Fears that Shape New Technologies			0
su2011	Su, John	2011	Amitav Ghosh and the Aesthetic Turn in Postcolonial Studies.	Journal of Modern Literature			0
suarez2008	Suarez, Daniel	2008	Daemon				0
suarez2008b	Suarez, Daniel	2008	Bot-Mediated Reality,				0
suarez2010	Suarez, Daniel	2010	Freedom				0
suda2010	Finkel, R. | Hutton, W. | Rourke, P. | Vandiver, E.	n.d.	Suda On Line				0
summit2005	Summit on Digital Tools for the Humanities (September 28-30, 2005)	2006	Report on Summit Accomplishments				0
summit2006	Summit on Digital Tools for the Humanities	2005	A Report on the Summit on Digital Tools	Summit on Digital Tools for the Humanities			0
sutherland1997	Sutherland, Kathryn	1997	Electronic Text: Investigations in Method and Theory				0
suvin1972	Suvin, Darko	1972	On the Poetics of the Science Fiction Genre.	College English			0
suzuki2009	Suzuki, Takafumi	2009	Extracting speaker-specific functional expressions from political speeches using random forests in order to investigate speakers' political styles.	Journal of the American Society for Information Science and Technology			0
suzuki2012	Suzuki, Takafumi | Kawamura, Shuntaro | Aizawa, Akiko	2012	Stylistic analysis of text submission to Japanese Q&A communities.	Journal of Quantitative Linguistics			0
svenonius2000	Svenonius, Elaine	2000	The Intellectual Foundation of Information Organization				0
svensson1998	Svensson, Patrik	1998	Number and Countability in English Nouns				0
svensson2003	Svensson, Patrick	2003	Virtual worlds as arenas for language learning	Language Learning Online: Towards best practice			0
svensson2008	Svensson, Patrik	2008	Språkutbildning i en digital värld: informationsteknik, kommunikation och lärande				0
svensson2009	Svensson, Patrik	2009	Humanities Computing as Digital Humanities	Digital Humanities Quarterly			1
svensson2010	Svensson, Patrik	2010	The Landscape of Digital Humanities	Digital Humanities Quarterly			1
svensson2011a	Svensson, Patrik	2011	From Optical Fiber to Conceptual Cyberinfrastructure.	Digital Humanities Quarterly			1
svensson2012a	Svensson, Patrik	2012	Beyond the Big Tent	Debates in the Digital Humanities			0
svensson2012b	Svensson, Patrik	2012	Envisioning the Digital Humanities	Digital Humanities Quarterly			1
swade1998	Swade, Doron	1998	Preserving Software in an Object-Centred Culture.	History and Electronic Artefacts			0
swan2008	Swan, A. | Brown, S.	2008	The Skills, Role and Career Structure of Data Scientists and Curators: An Assessment of Current Practices and Future Needs ,				0
swaty2011	Swaty, Esther Marie	2011	50 Years later this book has stood the test of time for a reason!	Post on Amazon.com Customer Reviews of Fahrenheit 451			0
swift1726	Swift, Jonathan	1726	Horace, Book I, Ode 14				0
swystun2011	Swystun, Jeffrey	2011	Fun Product Placement.	Post on Amazon.com Customer Reviews of Ur			0
syme1995	Syme, R.	1995	Anatolica: Studies in Strabo				0
system2012	Association for Computers and the Humanities	2011	Best DH Project Management System?	Digital Humanities Questions & Answers			0
szalay2000	Szalay, Michael	2000	New Deal Modernism				0
szalay2008	Szalay, A.	2008	Jim Gray, Astronmer	Communications of the ACM			0
szulborski2005	Szulborski, David	2005	This is Not a Game: A Guide to Alternate Reality Gaming.				0
szyperski2002	Szyperski, C | Gruntz, D.	n.d.	Component Software - Beyond Object-Oriented Programming				0
TILE2011	MITH	2011	Tile: text-image linking environment				0
tate2011	Tate	2011	Post in Community Thoughts				0
TOGAF2006	The Open Group	n.d.	The Open Group Architecture Framework Version 8.1.1				0
Tennison2011	Tennison, Jenu	2011	What Do URIs Mean Anyway?	Jeni’s Musings.			0
tabbi2003	Tabbi, J.	2003	Cognitive Fictions				0
tabbi2007	Tabbi, Joseph	2007	Toward a Semantic Literary Web: Setting a Direction for the Electronic Literature Organization's Directory	Electronic Literature Organization			0
tabbi2009	Tabbi, J.	2009	On Reading 300 Works of Electronic Literature: Preliminary Reflections,	On the Human: A Project of the National Humanities Center			0
tabbi2011	Tabbi, Joseph	2012	Cognition Against Narrative: Six Essays on Contemporary Cognitive Fiction	Electronic Book Review			0
takats2013	Takats, Sean	2013	A Digital Humanities Tenure Case, Part 2: Letters and Committees	The Quintessence of Ham.			0
talbert1992	Talbert, R.	1992	Mapping the classical world: major atlases and map series 1872-1990	Journal of Roman Archaeology			0
tam1997a	Tam, Jim C.	1997	Design and Evaluation of Web-Based Dynamic Hypertexts	University of Toronto			0
tam1997b	Tam, Jim C.	1997	Dynamic Hypertext Benefits Novices in Question Answering.	The Human Factors and Ergonomics Society 41st Annual Meeting			0
tames2013	Tames, Ismee	2013	Doorn in het vlees. Foute Nederlanders in de jaren vijftig en zestig				0
tamu	Texas A&M University	n.d.	Texas Center for Digital Humanities and New Media.				0
tanenbaum2009	Tanenbaum, Karen | Tananbaum, Joshua	2009	Commitment to Meaning: A Reframing of Agency in Games.	Digital Arts and Culture Conference 2009: After Media: Embodiment and Context			0
tannen1994	Tannen, Deborah	1994	Gender and Discourse				0
tanner1846	Tanner, Henry S.	1846	The Traveller’s Guide or Map of the Roads, Canals, and Rail Roads of the United States.				0
tanner2009	Tanner, Simon | Muñoz, Trevor | Ros, Pich Hemy	2009	Measuring Mass Text Digitization Quality and Usefulness	D-Lib Magazine 			0
tanselle1989	Thomas, Tanselle G.	1989	A Rationale of Textual Criticism.				0
tapscott2008	Tapscott, Don	2008	Grown Up Digital: How the Net Generation is Changing Your World				0
tarrant	Tarrant, R.J.	n.d.	The Editing of Classical Latin Literature	Scholarly Editing			0
taskforce2009	Repository Task Force	2009	The Research Library's Role in Digital Repository Services: The Final Report of the ARL Digital Repository Issues Task Force,				0
tate1957	Tate, Allen	1957	The New Provincialism: With an Epilogue on the Southern Novel	The Man of Letters in the Modern World: Selected Essays, 1928-1955. London: Thames and Hudson,			0
tatum2011	Tatum, C.	2011	Augmenting WordPress for Enhanced Publication	Digital Scholarship			0
taylor2005	Taylor, A.G.	2005	The Organization of Information				0
tedeschi1997	Tedeschi, Anne	1997	Book Displays: A Library Exhibits Handbook				0
tedlock2000	Tedlock, Dennis	2000	Towards a Poetics of Polyphony and Translatability	A Book of the Book			0
tei.ch23.2010	TEI Consortium	2010	Using the TEI	TEI P5: Guidelines for Electronic Text Encoding and Interchange			0
tei2004	TEI, C.M. | Burnard, L.	2004	TEI P4: Guidelines for Electronic Text Encoding and Interchange, XML-compatible edition				0
tei2010	TEI Consortium	2010	TEI P5: Guidelines for Electronic Text Encoding and Interchange				0
tei2011	The Text Encoding Initiative	2011	The Text Encoding Initiative Guidelines for Electronic Text Encoding and Interchange.				0
tenbosch2011	ten Bosch, Marc	2011	Miegakure: A Puzzle-Platformer in Four Dimensions.				0
tennison2009	Tennison, J. | Piez, W. | Cowan, J. | Palmer, M.	n.d.	The LMNL Wiki				0
tenopir2004	Tenopir, Carol	2004	Is Google the Competition?	Library Journal			0
terras2006	Terras, Melissa	2006	Disciplined: Using Educational Studies to Analyse 'Humanities Computing'	Literary and Linguistic Computing			0
terras2009a	Terras, Melissa	2009	Making a Difference	Humanities Discussion Group			0
terras2010	Terras, Melissa	2010	DH2010 Plenary: Present, Not Voting: Digital Humanities in the Panopticon.	Digital Humanities			0
terras2013	Terras, Melissa | Nyhan, Julianne | Vanhoutte, Edward	2013	Defining Digital Humanities: a Reader				0
testbed2003	No author provided	2003	Emulation: context and current status	Digital Preservation Testbed			0
texttiles2010	Giacommetti, Alejandro	n.d.	TextTiles Browser				0
thacker2004	Thacker, Eugene	2004	Biomedia				0
thacker2008	Thacker, Eugene	2008	Biophilosophy for the 21st Century	Critical Digital Studies: A Reader			0
thacker2010	Thacker, Eugene	2010	After Life				0
thaler2008a	Thaler, Richard | Sunstein, Cass	2008	Easy Does It: How To Make Lazy People Do the Right Thing	The New Republic			0
thaler2008b	Thaler, Richard | Sunstein, Cass	2008	Nudge: Improving Decisions About Health, Wealth, and Happiness				0
thaller1991	Thaller, Manfred	1991	The Historical Workstation Project	Computers and the Humanities			0
thaller2004	Thaller, Manfred	2004	Digital Manuscripts as Base Line for Dynamic Editions	Linguistica Computazionale			0
thaller2012	Thaller, Manfred	2012	Controversies Around the Digital Humanities: An Agenda.	Historical Social Research			0
thames2009	Jansen, Leo | Luijten, Hans | Bakker, Nienke	2009	Vincent van Gogh — The Letters. The Complete Illustrated and Annotated Edition				0
tharp2009	Tharp, D.S.	2009	Kindle owners…or to help sell Kindle?	Post on Amazon.com Customer Reviews of Ur			0
thatcamp2012	THATCamp Participants	2012	THATCamp (The Humanities and Technology Camp) Theory	THATCamp			0
theater2011	The Electronic Disturbance Theater	2011	The Electronic Disturbance Theater at USC.				0
theimer2012	Theimer, Kate	2012	Weblog comment	Two Meanings of Archival Silences and Their Implications: ArchivesNext			0
theis2008	Theis, Paul	2008	Good, reminded me of another book.	Post on Amazon.com Customer Reviews of Fahrenheit 451			0
thibodeau2002	Thibodeau, Kenneth T.	2002	Overview of Technological Approaches to Digital Preservation and Challenges in Coming Years.	The State of Digital Preservation: An International Perspective.			0
thierstein2009	Thierstein, J.	2009	Education in the Digital Age	EDUCAUSE Review			0
thomas1964	Thomas, Roy	1964	Letter to Stan Lee and Jack Kirby	The Fantastic Four #22			0
thomas1998	Thomas, Selma	1998	Mediated Realities: A Media Perspective.	The Virtual and the Real: Media in the Museum			0
thomas1999	Thomas, William G.	1999	Remarks at the Presidential Sites and Libraries Conference at the George Bush Presidential Library, College Station, Texas				0
thomas2007a	Thomas, Julia	2007	Getting the Picture: Word and Image in the Digital Archive	European Journal of English Studies			0
thomas2007b	Thomas, Susan	2007	Paradigm Workbook on Digital Private Papers				0
thomas2008	Thomas, E. | Gillespie, D.	2008	Weaving Together Undergraduate Research, Mentoring of Junior Faculty, and Assessment: The Case of an Interdisciplinary Program	Innovative Higher Education			0
thomas2011	Thomas, William G.	2006	Railroads and the Making of Modern America				0
thompson1908	Thompson, Frank Charles	1908	The Thompson Chain Reference Bible				0
thompson1995	Thompson, John	1995	The Media and Modernity				0
thorne-murphy2010	Thorne-Murphy, Leslie	2010	Re-authorship: Authoring, Editing, and Coauthoring the Transatlantic Publications of Charlotte M. Yonge’s Aunt Charlotte’s Stories of Bible History	Book History			0
thornton1996	Thornton, Tamara Plakins	1996	Handwriting in America: A Cultural History				0
thrapp1991	Thrapp, Dan	1991	Encyclopedia of Frontier Biography.				0
thrift2007	Thrift, Nigel	2007	Non-Representational Theory				0
thurrott2007	Thurrott, P.	2007	Kindle vs iPod.	poeticcode			0
thurrott2010	Thurrott, P.	2010	Amazon Kindle review.	Paul Thurrott’s Supersite for Windows.			0
tibbo2003	Tibbo, H.R.	2003	Primarily History in America: How U.S. Historians Search for Primary Materials at the Dawn of the Digital Age	The American Archivist			0
tichi1987	Tichi, Celia	1987	Opportunity: Imagination Ex Machina I.	Shifting Gears: Technology, Literature, Culture in Modernist America			0
tidwell2002	Tidwell, Lisa Collins | Walther, Joseph B.	2002	Computer-Mediated Communication Effects on Disclosure, Impressions, and Interpersonal Evaluations: Getting to Know One Another a Bit at a Time	Human Communication Research			0
tilkov2007	Tilkov, S.	2007	A Brief Introduction to REST				0
tillot1972	Tillot, P.M.	1972	Sources of Inaccuracy in the 1851 and 1861 Censuses	Nineteenth-Century Society: Essays in the Use of Quantitative Methods for the Study of Social Data			0
times1944	New York Times	1944	Kemmerer Urges A Gold Standard.	New York Times			0
times2011	Times Higher Education	n.d.	Google leads search for humanities PhD graduates	Times Higher Education			0
timmons2010	Timmons, Matthew	2010	The New Poetics				0
tlg2011	University of California Press	2011	Thesaurus Linguae Gracae (TLG)				0
trnkoczy2006	Tmkoczy, Jernej | Turk, Ziga | Stankovski, Vlado	2006	A Grid-Based Architecture for Personalized Federation of Digital Libraries	Library Collections, Acquisitions, and Technical Services			0
tofts1998	Tofts, Darren	1998	Memory Trade: a Prehistory of Cyberculture				0
tolva1993	Tolva, John	1993	Ut Pictura Hyperpoesis: Spatial Form, Visuality, and the Digital Word				0
tomasula2009	Tomasula, S.	2009	TOC: A New Media Novel				0
toms2005	Toms, E.G. | Flora, N.	2005	From Physical To Digital Humanities Library: Designing the Humanities Scholar’s Workbench	Mind Technologies: Humanities Computing and the Canadian Academic Community			0
toms2008	Toms, E.G. | O'Brien, Heather L.	2008	Understanding the Information and Communication Technology Needs of the E-Humanist	Journal of Documentation			0
toomer1988	Toomer, Jean	1988	Cane				0
toomey1990	Toomey, W.	1990	Adventure Map 2				0
toro1944	Toro, Alfonso	1944	La familia Carvajal: Estudio histórico sobre los judíos y la Inquisición de la Nueva España en el siglo XVI				0
torres2007	Torres, L.	2007	In the Contact Zone: Code-Switching Strategies by Latino/a Writers.	MELUS			0
torres2008	Torres, Rui	2008	PO.EX: Poesia Experimental Portuguesa: Cadernos e Catálogos				0
torres2010	Torres, Rui	2010	Preservación y diseminación de la literatura electrónica: por un archivo digital de literatura experimental	Arizona Journal of Hispanic Cultural Studies			0
torres2012a	Torres, Rui	2012	Visuality and Material Expressiveness in Portuguese Experimental Poetry	Journal of Artists' Books			0
torres2012b	Torres, Rui	2012	The dead must be killed once again: Plagiotropia as Critical Literary Practice	Electronic Book Review			0
torres2013	Torres, Rui	2013	PO.EX: A Digital Archive of Portuguese Experimental Literature				0
torresandportela2012	Torres, Rui | Portela, Manuel	2002	A Bibliography of Portuguese Experimental Poetry	Journal of Artists' Books			0
tos084	Lee, Stan | Kirby, Jack	1966	The Super-Adaptoid!	Tales of Suspense #84			0
tosca2000	Tosca, S.P.	2000	A Pragmatics of Links,	Journal of Digital Information			0
tosca2003	Tosca, Susana	2003	The Quest Problem in Computer Games	Proceedings of the First International Conference on Technologies for Interactive Digital Storytelling and Entertainment TIDSE ’03			0
toselli2007	Toselli, Alejandro | Romero, Veronica | Vidal, Enrique	2007	Viterbi Based Alignment Between Text Images and Their Transcripts	Proceedings of the Workshop on Language Technology for Cultural Heritage Data			0
travitsky2009	Travitsky, Betty S. | Prescott, Anne Lake	2009	Studying and Editing Early Modern Englishwomen: Then and Now.	Women Editing/Editing Women: Early Modern Women Writers and the New Textualism			0
trettien2010	Trettien, Whitney Anne	2010	Digital Humanities vs. the Digital Humanist.				0
trettien2011	Trettien, W.	2011	Reply to @samplereality	Twitter			0
trillin1998	Trillin, C.	1998	The Trouble with Transcripts	Time			0
trimbur1989	Trimbur, John	1989	Consensus and Difference in Collaborative Learning	College English			0
tringali2009	Tringali, Joseph	2009	Scribblenauts Postmortem	Game Developer Magazine			0
tronstad2001	Tronstad, Ragnhild	2001	Semiotic and Nonsemiotic MUD Performance	Computational Semiotics for Games and New Media			0
trotsky1971	Trotsky, Leon	1971	Literature & Revolution				0
truran2007	Truran, Mark | Golding, James | Ashman, Helen	2007	Autonomous Authoring Tools for Hypertext.	ACM Computing Surveys			0
tsarkov2006	Tsarkov, D. | Horrocks, I.	2006	FaCT++ Description Logic Reasoner: System Description	Proceedings of the International Joint Conference on Automated Reasoning			0
tsur1992	Tsur, Reuven	1992	What Makes Sound Patterns Expressive?: the Poetic Mode of Speech Perception				0
tuana2001	Tuana, N.	2001	Material Locations : An Interactionist Alternative to Realism/Social Constuctivism,	Engendering Rationalities			0
tufekci2008	Tufekci, Zeynep	2008	Can You See Me Now? Audience and Disclosure Regulation in Online Social Network Sites	Bulletin of Science, Technology and Society			0
tufis2004	Tufis, Dan | Ion, Radu | Ide, Nancy	2004	Fine-Grained Word Sense Disambiguation Based on Parallel Corpora, Word Alignment, Word Clustering and Aligned Wordnets	Proceedings of the Twentieth International Conference on Computational Linguistics			0
tufte1998	Tufte, Edward Rolf	1998	Visual Explanations: Images and Quantities, Evidence and Narrative				0
tunon1947	González Tuñón, Raúl	1947	Guillén Entero	Hoy Magazine			0
turing1950	Turing, Alan	1950	Computing Machinery and Intelligence	Mind			0
turiya2008	Turiya, Ron B.	2008	Post in Amazon Kindle: The Start of the Fahrenheit [sic] 451 reality?	Amazon.com Customer Discussions Nonfiction forum			0
turkel2011	Turkel, William J.	2011	Intervention: Hacking History, from Analogue to Digital and Back Again.	Rethinking History			0
turkle1995	Turkle, S.	1995	Life on the Screen: Identity in the Age of the Internet				0
turkle2005	Turkle, Sherry	2005	Computer Games as Evocative Objects: From Projective Screens to Relational Artifacts	Handbook of Computer Game Studies			0
turkle2011	Turkle, S.	2011	Alone Together: Why We Expect More From Our Technology and Less From Each Other				0
turner1905	Turner, A.M.	1905	The New England Cook Book: The Latest and the Best Methods for Economy and Luxury at Home				0
turner2001	Turner, B.S.	2001	Social systems and complexity theory.	Talcott Parsons Today: His Theory and Legacy in Contemporary Sociology			0
turner2005	Turner, Fred	2005	Where the Counterculture Met The New Economy: The WELL and the Origins of Virtual Community	Technology and Culture			0
turner2006	Turner, A.	2006	Introduction to NeoGeography				0
turner2006a	Turner, Fred	2006	From Counterculture to Cyberculture: Stewart Brand, the Whole Earth Network, and the Rise of Digital Utopianism.				0
turner2009	Turner, Fred	2009	Burning Man at Google: a cultural infrastructure for new media production	New Media & Society			0
tuveson1968	Tuveson, Ernest	1968	Redeemer Nation: The Idea of America’s Millennial Role.				0
ucbconference2013	Project Bamboo	2013	Standards & Specifications - Project Bamboo - UCB Confluence				0
ugaya2005	Ugaya, Hiromichi	2005	Jpopu towa Nani ka: Kyodaika-suru Ongaku Sangyo.				0
uhlir2010	Uhlir, P.	2010	Information Gulags, Intellectual Straightjackets, and Memory Holes: Three Principles to Guide the Preservation of Scientific Data	Data Science Journal			0
ukdataarchive2011	UKDA	2011	UKDA Preservation Policy				0
ulin2007	Ulin, Donald	2007	Texts, Revisions, History: Reading Historically in the Undergraduate Survey	College Literature			0
ulmer1987	Ulmer, Gregory L.	1987	Reading Reading TV on TV,	Paper Tiger TV			0
ulmer1989	Ulmer, G.L.	1989	Teletheory: Grammatology in the Age of Video				0
ulmer1994	Ulmer, G.L.	1994	Heuretics: The Logic of Invention				0
ulmer2002	Ulmer, Gregory	2002	Internet Invention: From Literacy to Electracy				0
ulmer2003	Ulmer, Gregory L.	2003	Internet Invention: From Literacy to Electracy				0
ulmer2005	Ulmer, G.L.	2005	Electronic Monuments				0
unamuno1942	de Unamuno, Miguel	1942	Carta	Songoro Cosongo y otros Poemas			0
underwood2011	Underwood, Ted	2011	Why digital humanities isn’t actually the next thing in literary studies	The Stone and the Shell			0
unicode	The Unicode Consortium	2011	The Unicode Consortium				0
unitednations	United Nations	n.d.	United Nations Educational, Scientific and Cultural Organization.				0
unsworth2000	Unsworth, J.	2000	Scholarly Primitives: what methods do humanities researchers have in common, and how might our tools reflect this?				0
unsworth2002	Unsworth, John	2002	What is Humanities Computing, and What is Not?	Jahrbuch für Computerphilologie			0
unsworth2003	Unsworth, John	2003	Tool-Time, or "Haven’t We Been Here Already?": Ten Years in Humanities Computing,	Transforming Disciplines: The Humanities and Computer Science			0
unsworth2004	Unsworth, John	2004	Forms of Attention: Digital Humanities Beyond Representation	Proceedings of the Third Conference of the Canadian Symposium on Text Analysis			0
unsworth2005	Unsworth, John	2005	New Methods for Humanities Research	The 2005 Lyman Award Lecture			0
unsworth2006	Unsworth, John	2006	Our Cultural Commonwealth: The Report of the American Council of Learned Societies Commission on Cyberinfrastructure for the Humanities and Social Sciences	The ACLS Report			0
unsworth2007	Unsworth, John	2007	Digital Humanities Centers as Cyberinfrastructure.	Digital Humanities Centers Summit			0
unsworth2009	Unsworth, J.	2009	The Making of Our Cultural Commonwealth	Digital Humanities Quarterly			1
unsworth2010	Unsworth, John	2010	The State of Digital Humanities, 2010 (ripped from the blogosphere and twitterverse).	Digital Humanities Summer Institute			0
unsworth2001	Unsworth, John	n.d.	Knowledge Representation in Humanities Computing	Lecture I in the eHumanities: NEH Lecture Series on Technology and the Humanities			0
urban1972	Urban Planning Aid	1972	Less Rent, More Control: A Tenants Guide to Rent Control in Massachusetts				0
urban1975	Urban Planning Aid	1975	How to Use OSHA				0
uribe2004	Uribe, Ana Maria	n.d.	Anipoems				0
urrea2005	Urrea, Luis Alberto	2005	The Devil’s Highway: A True Story				0
urry2007	Urry, John	2007	Mobilities				0
VictoriaAndAlbert	No name given	n.d.	Victoria and Albert Museum API Documentation				0
vanhouse2004	Van House, N.A.	2004	Science and Technology Studies and Information Studies	Annual Review of Information Science and Technology			0
vonranke1973	Von Ranke, Leopold | Iggers, Georg G. | Von Moltke, Konrad	1973	The Theory and Practice of History				0
vangroningen1932	van Groningen, B.A.	1932	Projet d'unification des systèmes de signes critiques	Chronique d'Égypte			0
vanhulle2004	Van Hulle, Dirk	2004	Compositional Variants in Modern Manuscripts	Linguistica Computazionale			0
vaniersel1998	van Iersel, Bas	1998	Mark: A Reader-Response Commentary				0
vandenbranden2007	Van den Branden, Ron | Vanhoutte, Edward	2007	Through the Reading Glass: Generating an Editorial Microcosm Through Experimental Modeling	Proceedings of the Association for Computers and the Humanities and the Association for Literary and Linguistic Computer Conference			0
vangendt2006	Van Gendt, Marjolein | Isaac, Antoine | Van Der Meij, Lourens | Schlobach, Stefan	2006	Semantic Web Techniques for Multiple Views on Heterogeneous Collections: A Case Study	Proceedings of ECDL 2006			0
valcarcel2010	Valcárcel, Carmen del Mora	2010	Las Siete Ciudades de Cíbola: Utopía y Realidad en la Expedición de Vázquez Coronado.	El Escritor y el Intelectual Entre Dos Mundos			0
vandam1988	Van Dam, Andries	1988	Hypertext ’87 Keynote Address.	Communications of the ACM			0
vandeneyden2010	UKSDA	2010	Data Management Practices in the Social Sciences	UKDA Report			0
vandijck2006	Neef, Sonja | Van Dijck, Jose	2006	Introduction.	Sign Here! Handwriting in the Age of New Media			0
vandijk1977	Van Dijk, Teun	1977	La ciencia del Texto				0
vandonselaar1991	van Donselaar, Japp	1991	Fout na de oorlog: fascistische en racistische organisaties in Nederland, 1950-1990				0
vandusen1996	Van Dusen, Wanda	1996	Portrait of a National Fetish: Gertrude Stein's Introduction to the Speeches of Maréchal Pétain (1942).	Modernism/Modernity			0
vanhaute2003	Van Haute, P.	2003	Against Adaptation: Lacan’s Subversion of the Subject				0
vanhoutte2003	Vanhoutte, E.	2003	Display or Argument: Markup Visualisation for Electronic Scholarly Editions,	Standards und Methoden der Volltextdigitalisierung. Beiträge des Internationalen Kolloquiums an der Universität Trier, 8.-9. Oktober 2001,			0
vanhoutte2004	Vanhoutte, Edward	2004	An Introduction to the TEI and the TEI Consortium	Literary and Linguistic Computing			0
vanhoutte2006	Vanhoutte, E.	2006	Prose Fiction and Modern Manuscripts: Limitations and Possibilities of Text-Encoding for Electronic Editions	Electronic Textual Editing.			0
vanhulle2011	Van Hulle, Dirk | Nixon, Mark	2011	Samuel Beckett Digital Manuscript Project,				0
vanhuyssteen2000	Van Huyssteen, J. Wentzel	2000	Postfoundationalism and Interdisciplinarity: A Response to Jerome Stone.	Zygon			0
vankleeck2012	Van Kleeck, Justin	2012	Editioning William Blake’s The Four Zoas	Editing and Reading Blake: A Romantic Circles Praxis Volume			0
vannatta2005	Vannatta, J. | Schleifer, R. | Crow, S.	2005	Medicine and Humanistic Understanding: The Significance of Narrative in Medical Practices				0
vansina1985	Vansina, Jan	1985	Oral Tradition as History				0
vardigan2007	Vardigan, M. | Whiteman, C.	2007	ICPSR Meets OAIS: Applying the OAIS Reference Model to the Social Science Archive Context	Archival Science			0
various2012	Various Authors	n.d.	A query about citation practise.	H-Albion Discussion Logs for January 2012 January 2012.			0
vasaly1993	Vasaly, Ann	1993	Representations: Images of the World in Ciceronian Oratory				0
vasconcelos1930	Vasconcelos, Ramón	1930	Motivos de Son	El Pais			0
vassar1992	Vassar College	1992	Vassar College Innovators Web Site				0
vazquez2004	Vázquez Coronado, Francisco	2004	Carta de Francisco Vázquez Coronado al Emperador, dándole cuenta de la expedición a la Provincia de Quivira y de la inexactitud de lo referido a Fr. Marcos de Niza, acerca de aquel país.				0
vectors2004	Vectors Journal	2004	CFP: Vectors: Multimedia Projects: Evidence or Mobility	Calls for Papers website, Department of English, University of Pennsylvania			0
vectors2006a	Vectors Journal	2006	Dynamic Backend Generator (DBG): A Scholarly Middleware Tool	Vectors Journal			0
vectors2006b	Vectors Journal	2006	Editor's Introduction to PlaceStorming v. 3.0	Vectors Journal			0
veltman1999	Veltman, Kim H.	1999	Digital Reference Rooms: Access to Historical and Cultural Dimensions of Knowledge	Proceedings of the Internet Society Conference			0
veltman2004	Veltman, K.H.	2004	Towards a Semantic Web for Culture	Journal of Digital Information			0
venderheiden2010	ven der Heiden, Peter | van Kessel, Alexander	2010	Rondom de Nacht van Schmelzer. De kabinetten-Marijnen, - Cals en –Zijlstra, 1963-1967 [The night of Schmelzer. The Marijnen, Cals, and Zijlstra Cabinets,1963-1967]				0
